40: 	  adultos
80: 	  atrizes porn�,  imagem
80: 	  atrizes porn�,  imagens
20: 	  atriz porn�
80: 	  atriz porn�,  fetiche
80: 	  atriz porn�,  fotos 
80: 	  atriz porn�,  imagem
80: 	  atriz porn�,  imagens
70: 	 aumente seu p�nis
80: 	  auto fela��o 
80: 	  autofela��o 
80: 	  brinquedinho, adult,  sex
80: 	  brinquedo , adult,  sex
150: 	  bunda arreganhad
80: 	  bunda, cheia, porra
60: 	  bunda deliciosa 
60: 	  bunda gostosa 
80: 	  bunda, lotada, porra
60: 	  bunda maravilhosa 
150: 	  bunda reganhad
150: 	  bundas arreganhad
60: 	  bundas deliciosas 
60: 	  bunda sensual 
60: 	  bundas gostosas 
60: 	  bundas maravilhosas 
150: 	  bundas reganhad
60: 	  bundas sensuais 
60: 	  cacete em seu
60: 	  cacete em sua
60: 	  cacete grosso
60: 	  cacete na sua
60: 	  cacete no seu
60: 	  cacetes grosso
60: 	  caralho em seu
60: 	  caralho em sua
60: 	  caralho grosso
60: 	  caralho na sua
60: 	  caralho no seu
60: 	  caralhos grosso
60: 	  casais fazendo sexo 
60: 	  casais transando 
60: 	  casal fazendo sexo 
60: 	  casal transando 
40: 	  celebridades nuas 
40: 	  celebridades peladas 
70: 	  chat er�tico 
100: 	 classisex
50: 	  clube er�tico
70: 	  clube gay
40: 	  comendo ,  buceta
40: 	  comendo ,  bunda 
40: 	  comendo ,  cu 
40: 	  comendo ,  c� 
40: 	  comendo ,  rabo 
40: 	  comendo ,  traseiro 
40: 	  comendo ,  xoxota
40: 	  comer ,  buceta
40: 	  comer ,  bunda 
40: 	  comer ,  cu 
40: 	  comer ,  c� 
40: 	  comer ,  rabo 
40: 	  comer ,  traseiro 
40: 	  comer ,  xoxota
80: 	  concord, n�o concord,  idade,  sex, explic�t
50: 	 content="adulto"
80: 	 content="porn�"
80: 	 content="pornogr�fico"
80: 	 content="sexo"
80: 	 content="sexual"
50: 	  conte�do ,  exclusiv,  adult
50: 	  conte�do ,  incrivel,  adult
50: 	  conte�do ,  incr�vel,  adult
50: 	  conte�dos ,  exclusiv,  adult
50: 	  conte�dos ,  incrivel,  adult
50: 	  conte�dos ,  incr�vel,  adult
50: 	  conte�do somente para adult
50: 	  conte�dos , somente ,  adult
50: 	  conte�dos somente para adult
150: 	  cu arreganhad
80: 	  cu, cheio, porra
80: 	  cu, lotado, porra
150: 	  cu reganhad
80: 	  cyber er�tica
80: 	  cyberer�tica
20: 	 cyber porn�
20: 	 cyberporn�
20: 	 cyber pornogr�fico
20: 	 cyberpornogr�fico
20: 	 cyber sexo
20: 	 cybersexo
60: 	  deliciosa asi�tica 
60: 	  deliciosa bunda 
60: 	  deliciosa loira 
60: 	  deliciosa morena 
60: 	  deliciosa mulata 
60: 	  deliciosas asi�ticas 
60: 	  deliciosas bundas 
60: 	  deliciosas loiras 
60: 	  deliciosas morenas 
60: 	  deliciosas mulatas 
50: 	  depois de ,  gozar
40: 	  descascado a banana
40: 	  descascando a banana
40: 	  descascar a banana
50: 	 dreamcam
80: 	  dupla penetra��o
30: 	  email er�tico
80: 	 entrar, sair, anos,  sex, expl�cit
80: 	 entrar, sair, idade,  sex, expl�cit
80: 	 entre, sair, anos,  sex, expl�cit
80: 	 entre, sair, idade,  sex, expl�cit
30: 	  er�tic,  porn
50: 	  esposa amadora
50: 	  esposas amadoras
20: 	  est�o nuas 
20: 	  est�o nus 
20: 	  est�o pelad 
70: 	  fantasia er�tica 
70: 	  fantasias er�ticas 
30: 	  fetiche,  anal 
80: 	  fetiche er�tico
30: 	  fetiche, foda
30: 	  fetiche,  porn
30: 	  fetiche,  xxx
30: 	  filme adult
30: 	  filme de sexo
50: 	  film,  porn� 
50: 	  film,  porno 
50: 	  film, sacanagem
50: 	  filme gay
30: 	  filme para maior
30: 	  filmes de sexo
50: 	  filmes gays
80: 	  foda anal 
80: 	  foda com animais
40: 	  fodendo ,  buceta
40: 	  fodendo ,  bunda 
40: 	  fodendo ,  cu 
40: 	  fodendo ,  c� 
40: 	  fodendo ,  rabo 
40: 	  fodendo ,  traseiro 
40: 	  fodendo ,  xoxota
40: 	  foder ,  buceta
40: 	  foder ,  bunda 
40: 	  foder ,  cu 
40: 	  foder ,  c� 
40: 	  foder ,  rabo 
40: 	  foder ,  traseiro 
40: 	  foder ,  xoxota
80: 	  foto, adolescente, transando
80: 	  foto, adolescente, trepando
80: 	  foto,  brinqued, sexo
100: 	  foto, swingue
80: 	  fotos amadoras gr�tis
30: 	  fotos ,  sensuais 
80: 	  galeria er�tica
30: 	  garganta profunda 
80: 	  garganta profunda ,  chup
30: 	  garganta profunda ,  puta
80: 	  garganta profunda ,  sex
60: 	  gay fazendo sexo 
60: 	  gays fazendo sexo 
60: 	  gays transando 
60: 	  gay transando 
60: 	  gostosa asi�tica 
60: 	  gostosa bunda 
60: 	  gostosa loira 
60: 	  gostosa morena 
60: 	  gostosa mulata 
60: 	  gostosas asi�ticas 
60: 	  gostosas bundas 
60: 	  gostosas loiras 
60: 	  gostosas morenas 
60: 	  gostosas mulatas 
80: 	  gr�tis imagem, amador, sex
80: 	  gr�tis imagens, amador, sex
70: 	  guia er�tico 
60: 	  homem fazendo sexo 
20: 	  homem nu
20: 	  homem pelado
60: 	  homem transando 
60: 	  homens fazendo sexo 
60: 	  homens nus
60: 	  homens pelados
60: 	  homens transando 
80: 	  imagem gay
80: 	  imagens gay
40: 	  imagens para adult
50: 	  ind�stria porn�
50: 	  ind�stria pornogr�fica
80: 	  jogo com sexo ,  adult
80: 	  jogo de sexo ,  adult
50: 	  latina amadora
50: 	  latinas amadoras
50: 	 links amadores
60: 	  loira deliciosa 
10: 	  loira,  foda
60: 	  loira gostosa 
60: 	  loira maravilhosa 
60: 	  loira nua 
60: 	  loira pelada 
30: 	  loira,  porn
60: 	  loiras deliciosas 
60: 	  loira sensual 
60: 	  loiras gostosas 
60: 	  loiras maravilhosas 
60: 	  loiras nuas 
60: 	  loiras peladas 
60: 	  loiras sensuais 
40: 	  loira,  xxx
60: 	  maravilhosa asi�tica 
60: 	  maravilhosa bunda 
60: 	  maravilhosa loira 
60: 	  maravilhosa morena 
60: 	  maravilhosa mulata 
60: 	  maravilhosas asi�ticas 
60: 	  maravilhosas bundas 
60: 	  maravilhosas loiras 
60: 	  maravilhosas morenas 
60: 	  maravilhosas mulatas 
50: 	  massagem er�tica
20: 	  material adult
70: 	  material adult, expl�cit
80: 	  melhor conte�do adulto 
80: 	  melhor conte�do gay
80: 	  melhor conte�do para adulto
80: 	  melhor conte�do porn� 
80: 	  melhor conte�do pornogr�fico 
80: 	  melhor conte�do p�blico adulto 
80: 	  melhor site adulto 
80: 	  melhor site gay
80: 	  melhor site para adulto
80: 	  melhor site porn� 
80: 	  melhor site pornogr�fico 
80: 	  melhor site p�blico adulto 
80: 	  melhor website adulto 
80: 	  melhor website gay
80: 	  melhor website para adulto
80: 	  melhor website porn� 
80: 	  melhor website pornogr�fico 
80: 	  melhor website p�blico adulto 
80: 	 menor, 18 anos
80: 	 maior, 18 anos
40: 	  metendo ,  buceta
40: 	  metendo ,  bunda 
40: 	  metendo ,  cu 
40: 	  metendo ,  c� 
40: 	  metendo ,  rabo 
40: 	  metendo ,  traseiro 
40: 	  metendo ,  xoxota
40: 	  meter ,  buceta
40: 	  meter ,  bunda 
40: 	  meter ,  cu 
40: 	  meter ,  c� 
40: 	  meter ,  rabo 
40: 	  meter ,  traseiro 
40: 	  meter ,  xoxota
60: 	  morena deliciosa 
60: 	  morena gostosa 
60: 	  morena maravilhosa 
60: 	  morena nua 
60: 	  morena pelada 
60: 	  morenas deliciosas 
60: 	  morena sensual 
60: 	  morenas gostosas 
60: 	  morenas maravilhosas 
60: 	  morenas nuas 
60: 	  morenas peladas 
60: 	  morenas sensuais 
60: 	  mulata deliciosa 
60: 	  mulata gostosa 
60: 	  mulata maravilhosa 
60: 	  mulata nua 
60: 	  mulata pelada 
60: 	  mulatas deliciosas 
60: 	  mulata sensual 
60: 	  mulatas gostosas 
60: 	  mulatas maravilhosas 
60: 	  mulatas nuas 
60: 	  mulatas peladas 
60: 	  mulatas sensuais 
50: 	 mulher, gostosa
60: 	  mulheres fazendo sexo 
20: 	  mulheres nuas
40: 	  mulheres nuas 
40: 	  mulheres peladas 
60: 	  mulheres transando 
60: 	  mulher fazendo sexo 
20: 	  mulher nua
20: 	  mulher pelada 
60: 	  mulher transando 
70: 	  orgia anal 
80: 	 p�ginas amadoras
80: 	 p�ginas amadoras, fotos gr�tis
80: 	 p�ginas com amadoras
80: 	 p�ginas de amadoras
70: 	  paix�o anal 
60: 	  pau grande
60: 	  pau imenso
60: 	  pau grosso
60: 	  pau cumprido
60: 	  pau longo
60: 	  pau em seu
60: 	  pau em sua
60: 	  pau grosso
60: 	  pau na sua
60: 	  pau no seu
60: 	  paus grosso
80: 	  penetra��o anal 
60: 	  pinto em seu
60: 	  pinto em sua
60: 	  pinto grosso
60: 	  pinto na sua
60: 	  pinto no seu
60: 	  pintos grosso
150: 	  popoz�o arreganhad
80: 	  popoz�o, cheio, porra
80: 	  popoz�o, lotado, porra
150: 	  popoz�o reganhad
80: 	  porno adult
80: 	  porn� adult
80: 	  porn� gay
80: 	  pornografia adult
80: 	  pornogr�fica gay
80: 	  pornogr�fica gr�tis
80: 	  pornogr�fico gay
80: 	  pornogr�fico gr�tis
80: 	  porn� gr�tis
5: 	  proibid
50: 	  p�blico adulto,  s� 
50: 	  p�blico adulto,  somente
60: 	  puta asi�tica 
60: 	  puta loira 
60: 	  puta morena 
60: 	  puta mulata 
60: 	  putas asi�ticas 
60: 	  putas loiras 
60: 	  putas morenas 
60: 	  putas mulatas 
40: 	  renova��o autom�tica , 30 dias
40: 	  revista masculina
40: 	  revista pornogr�fica
40: 	  revista porn�
10: 	  senhas gr�tis
20: 	  servi�o, acompanhante
80: 	  sexo amador 
80: 	  sexo anal 
80: 	  sexo anal expl�cito
60: 	  sexo animal 
80: 	  sexo bizarro 
80: 	  sexo com animais 
30: 	  sexo gay 
25: 	 sexo oral
30: 	  show com sexo 
30: 	  show de sexo 
80: 	  show de strip, adult
10: 	  show para adult
10: 	  show para p�blico adulto
50: 	  show porn�
50: 	  show pornogr�fico
50: 	  shows porn�
50: 	  shows pornogr�ficos
30: 	 site adult
80: 	 site adulto pago
60: 	 site com sexo,  adult
60: 	 site de sexo,  adult
30: 	 sites adult
60: 	 sites adultos , contra pornografia infantil
60: 	 sites adultos contra pornografia infantil
80: 	 sites adultos pagos
60: 	 sites com sexo,  adult
60: 	 sites de sexo,  adult
50: 	 site somente para adult
50: 	 sites somente para adult
80: 	  socado bronha
80: 	  socado punheta
80: 	  socado uma bronha
80: 	  socado uma punheta
80: 	  socando bronha 
80: 	  socando punheta 
80: 	  socando uma bronha 
80: 	  socando uma punheta 
80: 	  socar bronha 
80: 	  socar punheta 
80: 	  socar uma bronha
80: 	  socar uma punheta
20: 	  somente para adultos
60: 	  somente para adultos,  por favor 
20: 	  s� para adultos 
60: 	  s� para adultos ,  por favor 
50: 	  supersite adulto 
10: 	  tenha acesso instant�neo
80: 	  tenha um p�nis maior
80: 	  tenha um pinto maior
80: 	  tocado bronha
80: 	  tocado punheta
80: 	  tocado uma bronha
80: 	  tocado uma punheta
80: 	  tocando bronha 
80: 	  tocando punheta 
80: 	  tocando uma bronha 
80: 	  tocando uma punheta 
80: 	  tocar bronha 
80: 	  tocar punheta 
80: 	  tocar uma bronha
80: 	  tocar uma punheta
150: 	  traseiro arreganhad
80: 	  traseiro, cheio, porra
80: 	  traseiro, lotado, porra
150: 	  traseiro reganhad
50: 	 troca de casais
80: 	  videochat,  adult
30: 	 clothes-free
30: 	 clothing optional
30: 	  naturism 
30: 	  naturist 
80: 	 naturists and nudists
20: 	 nekkid
30: 	 nude beach 
30: 	 nude beaches 
30: 	 nude hik
30: 	 nude recreation
30: 	 nudism
40: 	 nudism ring
30: 	 nudist
70: 	 nudists paradise
70: 	 nudists-paradise
20: 	  nudity
50: 	 visual depiction, nude
50: 	 visual depiction, nudist
30: 	 darebare
30: 	 cybernude
50: 	 holy nature
75> : 	  apenaaier 
50> : 	  bruinweker 
25> : 	  droogkloot 
50> : 	  flikker 
25> : 	  hoer 
65> : 	  hoerenjong 
50> : 	  hondelul 
10> : 	  kak 
50> : 	  klootzak 
50> : 	  kut 
90> : 	  kutwijf 
50> : 	  lul 
75> : 	  moederneuker 
50> : 	  nauwe gaatje 
50> : 	  paardenlul 
80> : 	  pik omhoog 
70> : 	  reetneuker 
50> : 	  rukker 
50> : 	  schijt 
50> : 	  schijtlul 
50> : 	  slet 
75> : 	  smerige kankerhoer 
50> : 	  spast 
25> : 	  stront 
75> : 	  sufkut 
20> : 	  sukkel 
75> : 	  vuile kankerlijer 
42> : 	  zakkewasser 
50: 	  merde 
80: 	  tu m'emmerdes 
50> : 	  tu me fais chier 
80> : 	  retourne enculer 
70: 	  encul� 
60: 	  salope 
40: 	  conasse 
40: 	  poufiasse 
20> : 	  ordure 
50> : 	  chier 
80: 	  faire foutre 
90> : 	  fils de pute 
50: 	  branler 
50> : 	  bique 
80> : 	  trou du cul 
60: 	  le con 
90> : 	  la chatte 
60: 	  baiser 
30: 	  conneries 
80> : 	  fait moi jouir 
80: 	  t�te moi le dard 
80: 	  t�te moi le noeud 
40: 	  p�d� 
50: 	  tantouze 
60> : 	  couilles 
60> : 	  putain 
60: 	  pute  
40: 	  cul 
60> : 	  pauvre con 
50: 	  pisser dans 
90: 	  fils de pute 
60: 	  salope 
70: 	  va te branler 
80: 	  va te tripoter 
90: 	  va te faire enculer 
60: 	  choleque de merde 
150: 	 phproxy, post
100: 	 phproxy
200: 	 include form, remove scripts, accept cookies, show images, show referer
50: 	 proxy, include mini url
50: 	 proxy, remove client-side scripting
50: 	 proxy, strip page title
200: 	 freeproxytemplates
200: 	 proxnetwork
50: 	 remove_scripts
150: 	  glype 
50: 	 proxy, encode url
50: 	 proxy, allow cookies
150: 	 __proxy_url
50: 	 __proxy_action
50: 	 redirect_browse
100: 	  zelune
40: 	 proxy_url
30: 	 proxy_options
150: 	 proxy, enter site url
50: 	 surf, enter url
100: 	 proxyshout
100: 	 proxy.com
100: 	  surrogafy
100: 	  surrogafier
150: 	 proxy, encrypt urls
150: 	 proxy, remove scripts
200: 	 start browsing through this cgi-based proxy by entering a url below
20: 	 remove ads
30: 	 hide referrer information
30: 	 show url entry form
30: 	 remove all cookies
60: 	 recommended for anonymity
20: 	 remove all scripts
30: 	 dmirror
30: 	 cgi, prox, nph
100: 	 nph-proxy
50: 	 nph-pro
50: 	 cgiproxy
100: 	 location via proxy
100: 	 cecid
100: 	 censorship circumvention device
30: 	 remove banned words completely
30: 	 filter banned words
100: 	 please enter url to access
100: 	 arbitroweb
150: 	 popular places, arbitroweb
50: 	  anonymous ,  transparent ,  prox
50: 	 keep your identity hidden
50: 	 anonymous, proxy
50: 	 anonymous, surfing
50: 	 anonymous, internet
30: 	 high anonymity
70: 	  anonymity, proxy
5: 	  proxy
30: 	  proxies
30: 	 public prox
20: 	 proxy list
40: 	 unblock websites
40: 	 unblock, myspace
40: 	 unblock,  bebo
40: 	 unblock,  facebook
40: 	 unblock,  friendster
40: 	 unblock, myspace
50: 	 hacking dansguardian
50: 	 hacking dans guardian
50: 	 hack dansguardian
50: 	 bypassing dansguardian
50: 	 bypassing dans guardian
50: 	 bypass dansguardian
30: 	 bypass web filter
75: 	 bypass, proxy
75: 	 bypass, website blocking
75: 	 bypass, website filter
75: 	 bypass, web filter
75: 	 bypass, content filter
75: 	 bypass, internet filter
10: 	 cracking
50: 	 got warez?
10: 	 hacking
30: 	 serials 2000
10: 	 warez
10: 	 warez, appz
10: 	 warez, crack
20: 	 warez, download
10: 	 warez, free
10: 	 warez, ftp
10: 	 warez, gamez
20: 	 warez, hacks
20: 	 warez, hackz
10: 	 warez, illegal
30: 	 warez king
10: 	 warez monkey
10: 	 warez, patch
10: 	 warez, pirate
20: 	 warez, serial, generator
10: 	 warez, serial number
10: 	 warez, serials
10: 	 warez, serialz
10: 	 warez, underground
